Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5% On Purchase,Cost Of Goods,Total Cost,Date Of Purchase,Time Of Purchase,Payment,Gross Margin %,Gross Income,Rating
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,486.3,510.615,3/4/2019,12:44:00,Cash,4.761904762,24.315,8.8
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683,513.66,539.343,2/10/2019,13:56:00,Cash,4.761904762,25.683,9.5
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,473.4,497.07,1/16/2019,14:42:00,Cash,4.761904762,23.67,7.6
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,436.85,458.6925,1/29/2019,19:45:00,Cash,4.761904762,21.8425,6.6
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,5.408,108.16,113.568,1/1/2019,20:26:00,Ewallet,4.761904762,5.408,6.9
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.438,248.76,261.198,1/6/2019,19:46:00,Ewallet,4.761904762,12.438,4.3
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,626.22,657.531,2/19/2019,19:38:00,Credit card,4.761904762,31.311,7.8
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,975,1023.75,1/12/2019,16:18:00,Ewallet,4.761904762,48.75,8
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,483.28,507.444,2/7/2019,12:23:00,Ewallet,4.761904762,24.164,9.6
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.848,96.96,101.808,3/27/2019,19:11:00,Credit card,4.761904762,4.848,4.3
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,197.7,207.585,2/27/2019,18:57:00,Credit card,4.761904762,9.885,5
729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,36.2115,724.23,760.4415,1/6/2019,11:18:00,Cash,4.761904762,36.2115,9.2
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,795.51,835.2855,3/2/2019,12:40:00,Cash,4.761904762,39.7755,6.3
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.1195,502.39,527.5095,3/29/2019,14:06:00,Cash,4.761904762,25.1195,8.9
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43,4,8.6,172,180.6,1/31/2019,20:48:00,Ewallet,4.761904762,8.6,7.6
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.449,68.98,72.429,1/21/2019,20:13:00,Cash,4.761904762,3.449,4.8
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.248,124.96,131.208,1/20/2019,20:37:00,Ewallet,4.761904762,6.248,9.1
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,77.1,80.955,1/17/2019,17:59:00,Ewallet,4.761904762,3.855,6.1
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,24.186,483.72,507.906,2/28/2019,20:18:00,Cash,4.761904762,24.186,9.1
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.106,302.12,317.226,3/19/2019,15:52:00,Ewallet,4.761904762,15.106,8.3
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,698.67,733.6035,2/19/2019,15:14:00,Ewallet,4.761904762,34.9335,7.2
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,124.65,130.8825,2/4/2019,12:50:00,Ewallet,4.761904762,6.2325,6
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,789.6,829.08,1/31/2019,10:36:00,Ewallet,4.761904762,39.48,8.5
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,178.4,187.32,2/6/2019,18:33:00,Credit card,4.761904762,8.92,6.6
857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,25.011,500.22,525.231,3/28/2019,16:06:00,Ewallet,4.761904762,25.011,4.5
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,35.82,37.611,1/19/2019,12:47:00,Credit card,4.761904762,1.791,8.1
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,136.14,142.947,2/17/2019,13:34:00,Credit card,4.761904762,6.807,7.2
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,104.88,110.124,1/18/2019,15:04:00,Credit card,4.761904762,5.244,6.1
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,178.92,187.866,2/2/2019,20:42:00,Cash,4.761904762,8.946,7.1
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.7835,815.67,856.4535,1/18/2019,15:28:00,Cash,4.761904762,40.7835,5.1
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.618,132.36,138.978,3/18/2019,13:45:00,Credit card,4.761904762,6.618,7.9
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.8695,257.39,270.2595,1/11/2019,20:10:00,Cash,4.761904762,12.8695,7.4
434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,93.36,98.028,2/4/2019,18:53:00,Ewallet,4.761904762,4.668,7.4
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,228,239.4,2/6/2019,14:24:00,Cash,4.761904762,11.4,6.6
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,166.71,175.0455,1/8/2019,11:42:00,Credit card,4.761904762,8.3355,5.9
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,697.4,732.27,3/5/2019,17:49:00,Credit card,4.761904762,34.87,8.9
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.452,389.04,408.492,3/16/2019,15:33:00,Ewallet,4.761904762,19.452,6.8
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.263,365.26,383.523,3/9/2019,10:54:00,Cash,4.761904762,18.263,9.3
247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.464,89.28,93.744,3/1/2019,16:23:00,Credit card,4.761904762,4.464,4.4
635-28-5728,A,Yangon,Normal,Male,Health and beauty,56,3,8.4,168,176.4,2/28/2019,19:33:00,Ewallet,4.761904762,8.4,4.8
756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,19.7,20.685,2/8/2019,11:39:00,Ewallet,4.761904762,0.985,9.5
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,531.16,557.718,1/24/2019,10:38:00,Ewallet,4.761904762,26.558,8.9
238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,2.686,53.72,56.406,3/1/2019,20:03:00,Ewallet,4.761904762,2.686,6.4
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.975,819.5,860.475,3/10/2019,12:39:00,Credit card,4.761904762,40.975,6
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,568.4,596.82,3/23/2019,15:59:00,Credit card,4.761904762,28.42,8.1
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,587.6,616.98,1/29/2019,14:26:00,Ewallet,4.761904762,29.38,9
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,732.48,769.104,1/12/2019,18:22:00,Ewallet,4.761904762,36.624,6
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,845.64,887.922,3/20/2019,11:32:00,Cash,4.761904762,42.282,9.8
733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,19.4635,389.27,408.7335,3/23/2019,12:41:00,Cash,4.761904762,19.4635,8.5
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.2415,84.83,89.0715,1/14/2019,15:20:00,Ewallet,4.761904762,4.2415,8.8
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,143.26,150.423,2/12/2019,14:33:00,Ewallet,4.761904762,7.163,8.8
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,75.38,79.149,2/20/2019,15:29:00,Ewallet,4.761904762,3.769,9.5
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.668,253.36,266.028,1/2/2019,16:19:00,Credit card,4.761904762,12.668,5.6
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.921,38.42,40.341,2/2/2019,16:33:00,Cash,4.761904762,1.921,8.6
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,652.3,684.915,1/8/2019,19:07:00,Credit card,4.761904762,32.615,5.2
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,52.65,55.2825,1/30/2019,14:43:00,Credit card,4.761904762,2.6325,5.8
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,110.61,116.1405,3/26/2019,19:28:00,Credit card,4.761904762,5.5305,8
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.4305,568.61,597.0405,1/15/2019,20:44:00,Cash,4.761904762,28.4305,9
210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.464,89.28,93.744,3/14/2019,11:16:00,Ewallet,4.761904762,4.464,4.1
585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,136.4,143.22,2/3/2019,10:31:00,Credit card,4.761904762,6.82,8.6
807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,174.2,182.91,2/22/2019,12:30:00,Ewallet,4.761904762,8.71,7
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,366.4,384.72,1/24/2019,15:05:00,Ewallet,4.761904762,18.32,8.4
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,254.61,267.3405,1/25/2019,18:30:00,Ewallet,4.761904762,12.7305,7.4
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,778.32,817.236,3/9/2019,13:18:00,Credit card,4.761904762,38.916,6.2
785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,285.92,300.216,2/17/2019,15:28:00,Ewallet,4.761904762,14.296,4.9
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,579.12,608.076,1/11/2019,11:52:00,Cash,4.761904762,28.956,4.5
250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,9.425,188.5,197.925,2/27/2019,18:24:00,Ewallet,4.761904762,9.425,5.6
156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4,11.078,221.56,232.638,3/25/2019,15:19:00,Ewallet,4.761904762,11.078,8
842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,772,810.6,2/11/2019,10:38:00,Credit card,4.761904762,38.6,5.6
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,721.3,757.365,1/31/2019,15:12:00,Credit card,4.761904762,36.065,4.2
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,511.04,536.592,1/20/2019,17:48:00,Ewallet,4.761904762,25.552,9.9
587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,53.45,56.1225,3/26/2019,11:07:00,Ewallet,4.761904762,2.6725,7.6
787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,222,233.1,1/20/2019,15:48:00,Credit card,4.761904762,11.1,6.6
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,763.68,801.864,3/5/2019,19:40:00,Ewallet,4.761904762,38.184,4.7
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.409,228.18,239.589,1/5/2019,20:30:00,Credit card,4.761904762,11.409,9.8
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,82.14,86.247,2/13/2019,13:59:00,Cash,4.761904762,4.107,6.3
711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,382.56,401.688,3/16/2019,18:51:00,Cash,4.761904762,19.128,7.9
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,68.58,72.009,1/15/2019,17:24:00,Cash,4.761904762,3.429,7.7
707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,4,19.108,382.16,401.268,2/26/2019,11:58:00,Ewallet,4.761904762,19.108,4.5
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,601.09,631.1445,2/27/2019,19:01:00,Credit card,4.761904762,30.0545,8
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,475.93,499.7265,2/17/2019,16:50:00,Ewallet,4.761904762,23.7965,5.7
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.621,52.42,55.041,2/6/2019,10:22:00,Credit card,4.761904762,2.621,6.3
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.565,131.3,137.865,1/17/2019,16:46:00,Cash,4.761904762,6.565,6
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,144.3,151.515,1/22/2019,18:08:00,Credit card,4.761904762,7.215,8
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,457.17,480.0285,3/5/2019,18:02:00,Credit card,4.761904762,22.8585,4.2
875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,93.38,98.049,1/3/2019,13:07:00,Cash,4.761904762,4.669,9.6
102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.3125,126.25,132.5625,3/20/2019,17:52:00,Cash,4.761904762,6.3125,6.1
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,790.83,830.3715,1/31/2019,20:32:00,Ewallet,4.761904762,39.5415,5.6
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,174.4,183.12,2/19/2019,19:24:00,Cash,4.761904762,8.72,8.3
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,379.04,397.992,2/11/2019,16:06:00,Ewallet,4.761904762,18.952,7.8
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,30.62,32.151,2/5/2019,14:14:00,Credit card,4.761904762,1.531,4.1
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,352.08,369.684,3/3/2019,17:36:00,Cash,4.761904762,17.604,8.8
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,50.8,53.34,2/24/2019,13:08:00,Ewallet,4.761904762,2.54,4.1
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,522.06,548.163,2/4/2019,16:09:00,Credit card,4.761904762,26.103,9
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,575.12,603.876,2/19/2019,11:33:00,Ewallet,4.761904762,28.756,5.5
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,54.95,57.6975,1/23/2019,10:18:00,Credit card,4.761904762,2.7475,9.3
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,60.47,3,9.0705,181.41,190.4805,1/14/2019,10:55:00,Credit card,4.761904762,9.0705,5.6
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,412.37,432.9885,1/17/2019,15:15:00,Ewallet,4.761904762,20.6185,9.7
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,46.41,48.7305,3/3/2019,20:06:00,Credit card,4.761904762,2.3205,4
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,274.2,287.91,2/15/2019,20:21:00,Credit card,4.761904762,13.71,9.2
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,973.7,1022.385,1/15/2019,13:48:00,Credit card,4.761904762,48.685,4.9
263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,648.2,680.61,2/27/2019,12:52:00,Credit card,4.761904762,32.41,9.3
702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.661,93.22,97.881,2/26/2019,12:28:00,Credit card,4.761904762,4.661,6.6
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,54.36,57.078,3/15/2019,16:26:00,Ewallet,4.761904762,2.718,4.3
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,60.87,63.9135,1/24/2019,13:24:00,Cash,4.761904762,3.0435,5.5
864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,12.245,244.9,257.145,2/22/2019,15:15:00,Cash,4.761904762,12.245,8.1
359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.639,92.78,97.419,3/15/2019,10:50:00,Credit card,4.761904762,4.639,9.8
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,433.45,455.1225,2/11/2019,18:38:00,Ewallet,4.761904762,21.6725,9.4
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,138.06,144.963,1/12/2019,16:45:00,Ewallet,4.761904762,6.903,7.9
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,241.6,253.68,3/3/2019,19:30:00,Ewallet,4.761904762,12.08,5.1
474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.5865,471.73,495.3165,3/23/2019,13:23:00,Ewallet,4.761904762,23.5865,6.9
759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.032,440.64,462.672,3/4/2019,11:27:00,Cash,4.761904762,22.032,8
831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,680.31,714.3255,2/23/2019,11:12:00,Cash,4.761904762,34.0155,8
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494,309.88,325.374,3/17/2019,16:36:00,Cash,4.761904762,15.494,4.2
618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.318,186.36,195.678,1/16/2019,18:41:00,Credit card,4.761904762,9.318,8.5
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.046,200.92,210.966,1/8/2019,17:12:00,Cash,4.761904762,10.046,9
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,17.75,18.6375,1/14/2019,10:38:00,Cash,4.761904762,0.8875,8.6
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,621.8,652.89,1/31/2019,10:33:00,Ewallet,4.761904762,31.09,6
565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,86,90.3,3/15/2019,14:38:00,Ewallet,4.761904762,4.3,6.2
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,402.6,422.73,2/24/2019,18:06:00,Credit card,4.761904762,20.13,5
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,324.85,341.0925,2/8/2019,12:52:00,Credit card,4.761904762,16.2425,6.5
674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,95.15,99.9075,3/22/2019,14:00:00,Cash,4.761904762,4.7575,6
778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,388.96,408.408,1/24/2019,10:57:00,Cash,4.761904762,19.448,5
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,425.68,446.964,3/14/2019,16:45:00,Ewallet,4.761904762,21.284,5
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,318.08,333.984,1/23/2019,11:15:00,Cash,4.761904762,15.904,9.2
832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,271.04,284.592,1/19/2019,20:29:00,Ewallet,4.761904762,13.552,9.6
869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,384.64,403.872,1/27/2019,20:03:00,Credit card,4.761904762,19.232,8.4
190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,235.8,247.59,2/3/2019,14:35:00,Credit card,4.761904762,11.79,6
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,211.56,222.138,3/25/2019,16:32:00,Ewallet,4.761904762,10.578,6.7
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,95.36,100.128,2/24/2019,10:10:00,Credit card,4.761904762,4.768,4.1
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.17,10.6785,2/7/2019,14:15:00,Cash,4.761904762,0.5085,5.9
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,206.13,216.4365,3/4/2019,10:05:00,Cash,4.761904762,10.3065,8.7
109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,420.56,441.588,2/14/2019,11:36:00,Credit card,4.761904762,21.028,4.5
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,88.04,92.442,1/29/2019,18:15:00,Credit card,4.761904762,4.402,6.6
222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,648.99,681.4395,1/28/2019,13:53:00,Credit card,4.761904762,32.4495,7.7
760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,123.84,130.032,3/26/2019,18:37:00,Credit card,4.761904762,6.192,8.5
538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,649.5,681.975,3/24/2019,18:27:00,Cash,4.761904762,32.475,5.2
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,742.2,779.31,1/1/2019,14:42:00,Credit card,4.761904762,37.11,4.3
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,84.48,88.704,1/24/2019,17:43:00,Cash,4.761904762,4.224,7.6
636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514,250.28,262.794,2/25/2019,18:37:00,Cash,4.761904762,12.514,9.5
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,94.8,99.54,1/9/2019,16:34:00,Cash,4.761904762,4.74,4.1
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,91.3,95.865,2/14/2019,14:42:00,Ewallet,4.761904762,4.565,9.2
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,285.11,299.3655,3/12/2019,11:01:00,Ewallet,4.761904762,14.2555,5.4
807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.619,52.38,54.999,3/26/2019,19:44:00,Cash,4.761904762,2.619,5.8
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,192.7,202.335,1/9/2019,13:34:00,Ewallet,4.761904762,9.635,5.6
670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389,267.78,281.169,1/2/2019,20:08:00,Credit card,4.761904762,13.389,5.1
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.935,558.7,586.635,1/15/2019,15:01:00,Cash,4.761904762,27.935,5.8
271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.766,175.32,184.086,1/1/2019,11:40:00,Ewallet,4.761904762,8.766,5
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,155.82,163.611,2/15/2019,15:21:00,Cash,4.761904762,7.791,7.9
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,60.3,63.315,2/28/2019,17:38:00,Cash,4.761904762,3.015,6
860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,78.94,82.887,3/2/2019,16:16:00,Credit card,4.761904762,3.947,5
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.487,29.74,31.227,2/13/2019,18:15:00,Credit card,4.761904762,1.487,8.9
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,21.32,22.386,1/26/2019,12:43:00,Cash,4.761904762,1.066,5.9
804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,281.34,295.407,1/30/2019,11:32:00,Credit card,4.761904762,14.067,5.9
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,73.26,76.923,1/27/2019,18:08:00,Ewallet,4.761904762,3.663,9.7
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,22.38,23.499,1/30/2019,17:08:00,Credit card,4.761904762,1.119,8.6
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.796,655.92,688.716,1/8/2019,19:38:00,Cash,4.761904762,32.796,4
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,594.6,624.33,1/19/2019,13:11:00,Cash,4.761904762,29.73,4.2
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,74.1,77.805,1/25/2019,11:05:00,Cash,4.761904762,3.705,9.2
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,196.96,206.808,2/19/2019,10:12:00,Ewallet,4.761904762,9.848,9.2
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.6165,372.33,390.9465,1/14/2019,15:42:00,Ewallet,4.761904762,18.6165,5
866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,527.9,554.295,2/25/2019,11:58:00,Ewallet,4.761904762,26.395,10
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,479.75,503.7375,1/23/2019,14:21:00,Ewallet,4.761904762,23.9875,8.8
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,328.59,345.0195,2/16/2019,10:52:00,Cash,4.761904762,16.4295,4.2
770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,168.96,177.408,1/1/2019,19:31:00,Cash,4.761904762,8.448,6.3
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,113.24,118.902,3/7/2019,18:35:00,Cash,4.761904762,5.662,8.2
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,345.54,362.817,2/15/2019,13:51:00,Cash,4.761904762,17.277,5.1
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,428.67,450.1035,1/23/2019,12:35:00,Cash,4.761904762,21.4335,5
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,86.27,90.5835,2/20/2019,13:24:00,Ewallet,4.761904762,4.3135,7
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,1.276,25.52,26.796,1/8/2019,18:06:00,Ewallet,4.761904762,1.276,7.8
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,101.52,106.596,3/17/2019,11:55:00,Credit card,4.761904762,5.076,4.3
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,357.49,375.3645,1/12/2019,11:42:00,Cash,4.761904762,17.8745,7
124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,238.77,250.7085,1/8/2019,14:30:00,Cash,4.761904762,11.9385,6.6
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,101.43,106.5015,1/26/2019,15:11:00,Ewallet,4.761904762,5.0715,7.3
